UNIQUE_ID,ANALYSIS_PERIOD_START_DATETIME,ANALYSIS_PERIOD_END_DATETIME,ANALYSIS_TIME_ZONE,SPECIES_CODE,ACOUSTIC_PRESENCE,CALL_TYPE_CODE,DETECTION_METHOD,PROTOCOL_REFERENCE,DETECTION_SOFTWARE_NAME,DETECTION_SOFTWARE_VERSION,MIN_ANALYSIS_FREQUENCY_RANGE_HZ,MAX_ANALYSIS_FREQUENCY_RANGE_HZ,ANALYSIS_PERIOD_EFFORT_SECONDS
SWFSC_NEPac_2026_RODEOHACK,2026-01-30T11:00:00Z,2026-01-30T11:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-01-30T13:00:00Z,2026-01-30T13:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-01-30T13:00:00Z,2026-01-30T13:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-01-30T14:00:00Z,2026-01-30T14:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-01-30T15:00:00Z,2026-01-30T15:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-01-30T15:00:00Z,2026-01-30T15:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-01-30T16:00:00Z,2026-01-30T16:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-01-30T16:00:00Z,2026-01-30T16:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-01-30T17:00:00Z,2026-01-30T17:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-01-30T17:00:00Z,2026-01-30T17:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-01-30T18:00:00Z,2026-01-30T18:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-01-30T18:00:00Z,2026-01-30T18:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-01-30T19:00:00Z,2026-01-30T19:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-01-30T20:00:00Z,2026-01-30T20:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-01-30T20:00:00Z,2026-01-30T20:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-01-30T21:00:00Z,2026-01-30T21:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-01-30T22:00:00Z,2026-01-30T22:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-01-30T22:00:00Z,2026-01-30T22:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-01-30T23:00:00Z,2026-01-30T23:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-01-30T23:00:00Z,2026-01-30T23:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-01-31T00:00:00Z,2026-01-31T00:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-01-31T08:00:00Z,2026-01-31T08:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-01-31T13:00:00Z,2026-01-31T13:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-01-31T14:00:00Z,2026-01-31T14:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-01-31T15:00:00Z,2026-01-31T15:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-01-31T16:00:00Z,2026-01-31T16:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-01-31T22:00:00Z,2026-01-31T22:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-01-31T23:00:00Z,2026-01-31T23:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-01-31T23:00:00Z,2026-01-31T23:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-01T02:00:00Z,2026-02-01T02:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-01T03:00:00Z,2026-02-01T03:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-01T04:00:00Z,2026-02-01T04:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-01T04:00:00Z,2026-02-01T04:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-01T05:00:00Z,2026-02-01T05:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-01T06:00:00Z,2026-02-01T06:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-01T07:00:00Z,2026-02-01T07:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-01T08:00:00Z,2026-02-01T08:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-01T09:00:00Z,2026-02-01T09:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-01T11:00:00Z,2026-02-01T11:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-01T11:00:00Z,2026-02-01T11:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-01T12:00:00Z,2026-02-01T12:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-01T12:00:00Z,2026-02-01T12:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-01T13:00:00Z,2026-02-01T13:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-01T13:00:00Z,2026-02-01T13:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-01T14:00:00Z,2026-02-01T14:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-01T15:00:00Z,2026-02-01T15:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-01T16:00:00Z,2026-02-01T16:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-01T16:00:00Z,2026-02-01T16:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-01T17:00:00Z,2026-02-01T17:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-02T12:00:00Z,2026-02-02T12:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-02T14:00:00Z,2026-02-02T14:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-02T15:00:00Z,2026-02-02T15:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-03T21:00:00Z,2026-02-03T21:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-03T23:00:00Z,2026-02-03T23:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-04T00:00:00Z,2026-02-04T00:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-04T00:00:00Z,2026-02-04T00:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-04T01:00:00Z,2026-02-04T01:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-04T01:00:00Z,2026-02-04T01:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-04T05:00:00Z,2026-02-04T05:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-04T05:00:00Z,2026-02-04T05:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-04T06:00:00Z,2026-02-04T06:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-04T06:00:00Z,2026-02-04T06:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-04T08:00:00Z,2026-02-04T08:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-04T09:00:00Z,2026-02-04T09:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-04T09:00:00Z,2026-02-04T09:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-04T10:00:00Z,2026-02-04T10:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-04T10:00:00Z,2026-02-04T10:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-04T11:00:00Z,2026-02-04T11:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-04T12:00:00Z,2026-02-04T12:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-04T13:00:00Z,2026-02-04T13:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-04T15:00:00Z,2026-02-04T15:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-04T17:00:00Z,2026-02-04T17:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-04T18:00:00Z,2026-02-04T18:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-04T19:00:00Z,2026-02-04T19:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-04T23:00:00Z,2026-02-04T23:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-05T00:00:00Z,2026-02-05T00:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-05T01:00:00Z,2026-02-05T01:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-05T02:00:00Z,2026-02-05T02:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-05T06:00:00Z,2026-02-05T06:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-05T07:00:00Z,2026-02-05T07:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-05T08:00:00Z,2026-02-05T08:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-05T09:00:00Z,2026-02-05T09:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-05T11:00:00Z,2026-02-05T11:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-05T12:00:00Z,2026-02-05T12:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-05T13:00:00Z,2026-02-05T13:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-05T14:00:00Z,2026-02-05T14:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-05T23:00:00Z,2026-02-05T23:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T00:00:00Z,2026-02-06T00:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T01:00:00Z,2026-02-06T01:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T04:00:00Z,2026-02-06T04:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T07:00:00Z,2026-02-06T07:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T08:00:00Z,2026-02-06T08:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T09:00:00Z,2026-02-06T09:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T10:00:00Z,2026-02-06T10:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T11:00:00Z,2026-02-06T11:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T13:00:00Z,2026-02-06T13:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T13:00:00Z,2026-02-06T13:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T14:00:00Z,2026-02-06T14:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T15:00:00Z,2026-02-06T15:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T16:00:00Z,2026-02-06T16:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T17:00:00Z,2026-02-06T17:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T18:00:00Z,2026-02-06T18:59:59Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,3600
