UNIQUE_ID,ANALYSIS_PERIOD_START_DATETIME,ANALYSIS_PERIOD_END_DATETIME,ANALYSIS_TIME_ZONE,SPECIES_CODE,ACOUSTIC_PRESENCE,CALL_TYPE_CODE,DETECTION_METHOD,PROTOCOL_REFERENCE,DETECTION_SOFTWARE_NAME,DETECTION_SOFTWARE_VERSION,MIN_ANALYSIS_FREQUENCY_RANGE_HZ,MAX_ANALYSIS_FREQUENCY_RANGE_HZ,ANALYSIS_PERIOD_EFFORT_SECONDS
SWFSC_NEPac_2026_RODEOHACK,2026-02-01T14:34:19Z,2026-02-01T20:06:19Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,19920
SWFSC_NEPac_2026_RODEOHACK,2026-02-02T12:51:27Z,2026-02-02T16:04:27Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,11580
SWFSC_NEPac_2026_RODEOHACK,2026-02-03T21:43:04Z,2026-02-04T02:59:04Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,18960
SWFSC_NEPac_2026_RODEOHACK,2026-02-04T05:46:53Z,2026-02-04T12:06:53Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,22800
SWFSC_NEPac_2026_RODEOHACK,2026-02-04T12:45:41Z,2026-02-04T17:10:41Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,15900
SWFSC_NEPac_2026_RODEOHACK,2026-02-04T17:20:28Z,2026-02-04T18:02:28Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,2520
SWFSC_NEPac_2026_RODEOHACK,2026-02-04T18:47:15Z,2026-02-04T23:28:15Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,16860
SWFSC_NEPac_2026_RODEOHACK,2026-02-04T23:39:53Z,2026-02-05T01:20:53Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,6060
SWFSC_NEPac_2026_RODEOHACK,2026-02-05T02:49:50Z,2026-02-05T05:42:50Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,10380
SWFSC_NEPac_2026_RODEOHACK,2026-02-05T06:25:05Z,2026-02-05T11:17:05Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,17520
SWFSC_NEPac_2026_RODEOHACK,2026-02-05T11:40:23Z,2026-02-05T15:41:23Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,14460
SWFSC_NEPac_2026_RODEOHACK,2026-02-05T23:24:30Z,2026-02-06T05:26:30Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,21720
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T07:10:05Z,2026-02-06T09:36:05Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,8760
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T10:08:30Z,2026-02-06T14:10:30Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,14520
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T15:33:58Z,2026-02-06T17:41:58Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,7680
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T18:03:38Z,2026-02-06T20:58:38Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,10500
SWFSC_NEPac_2026_RODEOHACK,2026-02-06T21:02:29Z,2026-02-06T23:43:29Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,9660
SWFSC_NEPac_2026_RODEOHACK,2026-02-07T00:02:09Z,2026-02-07T05:48:09Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,20760
SWFSC_NEPac_2026_RODEOHACK,2026-02-07T11:09:28Z,2026-02-07T16:42:28Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,19980
SWFSC_NEPac_2026_RODEOHACK,2026-02-07T18:30:07Z,2026-02-07T20:43:07Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,7980
SWFSC_NEPac_2026_RODEOHACK,2026-02-07T20:54:38Z,2026-02-08T00:06:38Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,11520
SWFSC_NEPac_2026_RODEOHACK,2026-02-08T01:03:21Z,2026-02-08T07:03:21Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,21600
SWFSC_NEPac_2026_RODEOHACK,2026-02-08T07:41:48Z,2026-02-08T13:48:48Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,22020
SWFSC_NEPac_2026_RODEOHACK,2026-02-08T14:01:36Z,2026-02-08T17:45:36Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,13440
SWFSC_NEPac_2026_RODEOHACK,2026-02-08T18:30:18Z,2026-02-08T20:47:18Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,8220
SWFSC_NEPac_2026_RODEOHACK,2026-02-08T22:22:42Z,2026-02-09T02:25:42Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,14580
SWFSC_NEPac_2026_RODEOHACK,2026-02-09T05:26:53Z,2026-02-09T10:31:53Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,18300
SWFSC_NEPac_2026_RODEOHACK,2026-02-09T13:48:06Z,2026-02-09T19:39:06Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,21060
SWFSC_NEPac_2026_RODEOHACK,2026-02-09T20:52:47Z,2026-02-10T02:49:47Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,21420
SWFSC_NEPac_2026_RODEOHACK,2026-02-10T11:37:46Z,2026-02-10T16:45:46Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,18480
SWFSC_NEPac_2026_RODEOHACK,2026-02-10T16:50:11Z,2026-02-10T19:53:11Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,10980
SWFSC_NEPac_2026_RODEOHACK,2026-02-10T21:24:39Z,2026-02-11T01:30:39Z,UTC,HUWH,D,HUWH_SONG,Manual,Unpublished,Matlab (Triton),1.93.20160524,0,2000,14760
SWFSC_NEPac_2026_RODEOHACK,2026-02-04T03:18:15Z,2026-02-04T04:26:15Z,UTC,SPWH,D,SPUSC,Manual,Unpublished,Matlab (Triton),Triton 1.0 2021 09 21,0,2000,4080
